Order_ID,Shipment_Date,Delivery_Date,Origin_State,Destination_State,Route,Distance_km,Truck_Type,Weight_kg,Freight_Cost_INR,Fuel_Cost_INR,Cost_per_km,Expected_Delivery_Days,Actual_Delivery_Days,Delivery_Time_Days,Delay_Flag,Load_Utilization_%,Driver_Experience_Yrs,Weather_Condition,Road_Condition,Month,Month_Name,Year
IND11437,2023-01-05,2023-01-06,Rajasthan,Maharashtra,Mumbai-Pune,149,Heavy Truck,29369,11193.69,2142.47,75.13,1,1,1,0,78,10,Fog,Good,1,Jan,2023
IND11438,2023-06-21,2023-06-22,Kerala,Karnataka,Chennai-Bangalore,346,Light Van,1668,27115.63,3706.15,78.37,1,1,1,0,68,8,Clear,Good,6,Jun,2023
IND11439,2022-06-20,2022-06-23,Kerala,West Bengal,Chennai-Kolkata,1659,Heavy Truck,33782,188114.55,17317.82,113.39,3,3,3,0,77,10,Clear,Good,6,Jun,2022
IND11440,2021-10-29,2021-11-06,West Bengal,West Bengal,Delhi-Kolkata,1472,Medium Truck,5630,90049.6,13882.13,61.18,3,8,8,1,90,2,Rain,Average,10,Oct,2021
IND11441,2022-06-17,2022-06-18,Karnataka,Karnataka,Chennai-Bangalore,346,Heavy Truck,21608,17992.57,4941.56,52.0,1,1,1,0,71,14,Clear,Average,6,Jun,2022
IND11442,2022-08-20,2022-08-22,Gujarat,Maharashtra,Nagpur-Mumbai,856,Medium Truck,3347,97260.63,8151.29,113.62,2,2,2,0,99,4,Storm,Good,8,Aug,2022
IND11443,2023-08-08,2023-08-13,Haryana,Maharashtra,Nagpur-Mumbai,856,Light Van,2265,92029.77,10662.94,107.51,2,5,5,1,59,12,Storm,Good,8,Aug,2023
IND11444,2024-11-30,2024-12-04,Uttar Pradesh,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,27412,52073.64,6246.92,118.08,1,4,4,1,57,14,Rain,Good,11,Nov,2024
IND11445,2021-04-01,2021-04-02,Tamil Nadu,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,25005,23847.8,3635.78,54.08,1,1,1,0,63,16,Clear,Poor,4,Apr,2021
IND11446,2020-02-20,2020-02-22,Haryana,Telangana,Bangalore-Hyderabad,575,Medium Truck,6342,35036.14,7935.89,60.93,2,2,2,0,74,5,Clear,Poor,2,Feb,2020
IND11447,2021-02-24,2021-02-27,Bihar,West Bengal,Delhi-Kolkata,1472,Medium Truck,9500,84451.41,16006.82,57.37,3,3,3,0,74,16,Clear,Good,2,Feb,2021
IND11448,2024-04-19,2024-04-20,Gujarat,Karnataka,Chennai-Bangalore,346,Medium Truck,5574,33852.34,4361.61,97.84,1,1,1,0,73,4,Fog,Average,4,Apr,2024
IND11449,2022-05-24,2022-05-28,Maharashtra,Punjab,Delhi-Amritsar,446,Heavy Truck,35209,41219.63,4730.65,92.42,1,4,4,1,75,3,Clear,Good,5,May,2022
IND11450,2022-03-01,2022-03-03,Tamil Nadu,Maharashtra,Hyderabad-Pune,559,Heavy Truck,35977,42010.79,7193.56,75.15,2,2,2,0,70,1,Clear,Good,3,Mar,2022
IND11451,2024-04-27,2024-04-30,Haryana,West Bengal,Delhi-Kolkata,1472,Light Van,1676,79516.92,14396.25,54.02,3,3,3,0,87,4,Clear,Good,4,Apr,2024
IND11452,2024-12-17,2024-12-18,Haryana,Rajasthan,Delhi-Jaipur,281,Light Van,552,26632.15,2291.14,94.78,1,1,1,0,59,9,Clear,Average,12,Dec,2024
IND11453,2020-10-21,2020-10-22,Uttar Pradesh,Rajasthan,Delhi-Jaipur,281,Medium Truck,3148,25264.27,4112.3,89.91,1,1,1,0,78,1,Fog,Good,10,Oct,2020
IND11454,2021-12-28,2021-12-29,Bihar,Rajasthan,Delhi-Jaipur,281,Light Van,1002,16270.81,2280.2,57.9,1,1,1,0,69,16,Clear,Good,12,Dec,2021
IND11455,2023-04-24,2023-04-25,Punjab,Maharashtra,Surat-Mumbai,284,Medium Truck,3869,32269.12,3910.31,113.62,1,1,1,0,80,3,Clear,Good,4,Apr,2023
IND11456,2024-11-21,2024-11-22,Uttar Pradesh,Rajasthan,Delhi-Jaipur,281,Medium Truck,6521,17963.34,2580.69,63.93,1,1,1,0,98,6,Rain,Good,11,Nov,2024
IND11457,2024-04-06,2024-04-08,Punjab,Delhi,Lucknow-Delhi,555,Heavy Truck,35255,56635.33,5963.78,102.05,2,2,2,0,79,13,Fog,Average,4,Apr,2024
IND11458,2023-04-25,2023-04-28,Punjab,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,4300,149796.21,18407.46,111.96,3,3,3,0,82,17,Fog,Good,4,Apr,2023
IND11459,2024-03-30,2024-03-31,Tamil Nadu,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,13691,39938.39,4163.71,90.56,1,1,1,0,87,15,Rain,Poor,3,Mar,2024
IND11460,2020-04-27,2020-04-30,Bihar,West Bengal,Delhi-Kolkata,1472,Heavy Truck,38979,99035.31,20696.25,67.28,3,3,3,0,72,12,Clear,Good,4,Apr,2020
IND11461,2020-10-09,2020-10-10,Rajasthan,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,14481,31596.5,5064.58,71.65,1,1,1,0,72,8,Clear,Good,10,Oct,2020
IND11462,2022-08-25,2022-08-28,Odisha,Maharashtra,Ahmedabad-Mumbai,524,Light Van,1237,58689.22,5535.05,112.0,2,3,3,1,92,16,Storm,Good,8,Aug,2022
IND11463,2021-02-15,2021-02-18,Gujarat,West Bengal,Delhi-Kolkata,1472,Medium Truck,9670,104332.42,18601.76,70.88,3,3,3,0,87,3,Storm,Good,2,Feb,2021
IND11464,2024-05-23,2024-05-26,Maharashtra,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,5451,136788.2,13901.46,102.23,3,3,3,0,81,4,Rain,Good,5,May,2024
IND11465,2021-05-13,2021-05-15,West Bengal,Maharashtra,Ahmedabad-Mumbai,524,Light Van,789,62519.26,5465.85,119.31,2,2,2,0,69,7,Rain,Good,5,May,2021
IND11466,2022-07-16,2022-07-17,Bihar,Maharashtra,Surat-Mumbai,284,Heavy Truck,29755,34076.36,3730.25,119.99,1,1,1,0,98,15,Storm,Poor,7,Jul,2022
IND11467,2020-10-16,2020-10-17,Uttar Pradesh,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,11530,38518.52,4484.45,87.34,1,1,1,0,67,11,Clear,Average,10,Oct,2020
IND11468,2021-09-16,2021-09-18,Kerala,Maharashtra,Ahmedabad-Mumbai,524,Light Van,2193,56518.07,4928.43,107.86,2,2,2,0,88,16,Clear,Poor,9,Sep,2021
IND11469,2023-05-30,2023-06-01,Gujarat,Telangana,Bangalore-Hyderabad,575,Medium Truck,8964,68607.56,7850.78,119.32,2,2,2,0,58,14,Rain,Good,5,May,2023
IND11470,2023-03-08,2023-03-10,Odisha,Delhi,Lucknow-Delhi,555,Heavy Truck,32370,42306.04,7568.87,76.23,2,2,2,0,89,13,Storm,Good,3,Mar,2023
IND11471,2021-12-07,2021-12-08,Punjab,Karnataka,Chennai-Bangalore,346,Heavy Truck,39555,23413.36,3973.15,67.67,1,1,1,0,73,9,Rain,Good,12,Dec,2021
IND11472,2024-08-28,2024-08-30,Punjab,Maharashtra,Ahmedabad-Mumbai,524,Light Van,1730,30390.08,6123.77,58.0,2,2,2,0,85,18,Fog,Average,8,Aug,2024
IND11473,2024-08-21,2024-08-24,Uttar Pradesh,West Bengal,Delhi-Kolkata,1472,Medium Truck,13925,88118.3,18948.37,59.86,3,3,3,0,79,3,Clear,Poor,8,Aug,2024
IND11474,2021-02-19,2021-02-20,Kerala,Rajasthan,Delhi-Jaipur,281,Light Van,1788,30839.45,3249.74,109.75,1,1,1,0,94,5,Clear,Average,2,Feb,2021
IND11475,2022-11-05,2022-11-06,Punjab,Rajasthan,Delhi-Jaipur,281,Medium Truck,5006,25630.18,3068.32,91.21,1,1,1,0,66,2,Clear,Good,11,Nov,2022
IND11476,2024-04-24,2024-04-26,Karnataka,Maharashtra,Nagpur-Mumbai,856,Medium Truck,10925,95152.65,12809.41,111.16,2,2,2,0,66,17,Storm,Good,4,Apr,2024
IND11477,2023-07-13,2023-07-14,West Bengal,Punjab,Delhi-Amritsar,446,Light Van,872,46946.79,4028.93,105.26,1,1,1,0,96,16,Clear,Good,7,Jul,2023
IND11478,2021-11-13,2021-11-15,Gujarat,Maharashtra,Hyderabad-Pune,559,Medium Truck,6330,54313.63,6791.34,97.16,2,2,2,0,79,13,Clear,Good,11,Nov,2021
IND11479,2022-12-16,2022-12-17,Delhi,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,14233,40859.47,6262.66,92.65,1,1,1,0,87,11,Storm,Good,12,Dec,2022
IND11480,2022-09-22,2022-09-29,Delhi,Maharashtra,Nagpur-Mumbai,856,Medium Truck,11722,45696.47,10965.79,53.38,2,7,7,1,91,8,Clear,Good,9,Sep,2022
IND11481,2023-01-20,2023-01-22,Tamil Nadu,Telangana,Bangalore-Hyderabad,575,Light Van,1423,63859.08,8145.72,111.06,2,2,2,0,82,5,Fog,Good,1,Jan,2023
IND11482,2022-04-21,2022-04-24,Uttar Pradesh,West Bengal,Delhi-Kolkata,1472,Medium Truck,9247,116654.45,15241.59,79.25,3,3,3,0,97,2,Clear,Good,4,Apr,2022
IND11483,2024-01-24,2024-01-27,Haryana,West Bengal,Delhi-Kolkata,1472,Medium Truck,11432,131280.44,14578.62,89.19,3,3,3,0,63,4,Clear,Good,1,Jan,2024
IND11484,2023-09-08,2023-09-10,Punjab,Maharashtra,Nagpur-Mumbai,856,Heavy Truck,33280,44115.45,11948.82,51.54,2,2,2,0,68,3,Rain,Average,9,Sep,2023
IND11485,2023-11-16,2023-11-17,Tamil Nadu,Karnataka,Chennai-Bangalore,346,Light Van,1665,39971.7,3722.55,115.53,1,1,1,0,57,2,Storm,Good,11,Nov,2023
IND11486,2024-11-14,2024-11-18,Telangana,West Bengal,Chennai-Kolkata,1659,Heavy Truck,32197,187785.25,21513.54,113.19,3,4,4,1,59,3,Clear,Good,11,Nov,2024
IND11487,2020-02-07,2020-02-08,Delhi,Punjab,Delhi-Amritsar,446,Medium Truck,7750,39261.14,4029.27,88.03,1,1,1,0,80,16,Fog,Average,2,Feb,2020
IND11488,2020-01-16,2020-01-18,Rajasthan,Maharashtra,Nagpur-Mumbai,856,Medium Truck,10618,77392.51,11376.98,90.41,2,2,2,0,95,9,Clear,Average,1,Jan,2020
IND11489,2020-02-07,2020-02-09,Tamil Nadu,Delhi,Lucknow-Delhi,555,Medium Truck,3782,55139.92,6572.8,99.35,2,2,2,0,72,6,Clear,Good,2,Feb,2020
IND11490,2023-09-15,2023-09-18,Rajasthan,Maharashtra,Delhi-Mumbai,1400,Medium Truck,7055,95940.1,13832.39,68.53,3,3,3,0,92,15,Clear,Poor,9,Sep,2023
IND11491,2021-04-26,2021-04-28,Punjab,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,22789,28900.54,5054.53,65.53,1,2,2,1,75,5,Fog,Good,4,Apr,2021
IND11492,2020-11-03,2020-11-06,Telangana,West Bengal,Delhi-Kolkata,1472,Medium Truck,11199,143051.32,18957.31,97.18,3,3,3,0,93,9,Clear,Good,11,Nov,2020
IND11493,2020-09-21,2020-09-24,Punjab,Delhi,Lucknow-Delhi,555,Light Van,2214,31806.81,4486.18,57.31,2,3,3,1,70,6,Clear,Good,9,Sep,2020
IND11494,2022-09-08,2022-09-09,Bihar,Maharashtra,Mumbai-Pune,149,Light Van,1074,12185.87,1856.88,81.78,1,1,1,0,94,3,Fog,Good,9,Sep,2022
IND11495,2023-11-26,2023-11-29,Telangana,West Bengal,Delhi-Kolkata,1472,Heavy Truck,34523,124374.03,17356.55,84.49,3,3,3,0,77,13,Clear,Average,11,Nov,2023
IND11496,2024-08-01,2024-08-04,Telangana,West Bengal,Chennai-Kolkata,1659,Light Van,1411,127234.66,15830.18,76.69,3,3,3,0,83,15,Clear,Good,8,Aug,2024
IND11497,2023-06-18,2023-06-20,Telangana,Maharashtra,Ahmedabad-Mumbai,524,Medium Truck,7051,32995.64,6953.93,62.97,2,2,2,0,64,11,Clear,Good,6,Jun,2023
IND11498,2022-10-23,2022-10-27,Karnataka,Tamil Nadu,Mumbai-Chennai,1338,Light Van,1017,100178.92,13546.22,74.87,3,4,4,1,59,16,Rain,Poor,10,Oct,2022
IND11499,2024-05-24,2024-05-25,Bihar,Punjab,Delhi-Amritsar,446,Medium Truck,6190,32838.54,4432.36,73.63,1,1,1,0,65,15,Clear,Good,5,May,2024
IND11500,2020-05-08,2020-05-11,Madhya Pradesh,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,14294,113661.22,15117.43,84.95,3,3,3,0,83,6,Fog,Average,5,May,2020
IND11501,2024-07-11,2024-07-12,Haryana,Karnataka,Chennai-Bangalore,346,Light Van,2041,33640.77,4405.63,97.23,1,1,1,0,99,14,Clear,Good,7,Jul,2024
IND11502,2023-10-28,2023-10-31,Telangana,Maharashtra,Mumbai-Pune,149,Light Van,982,17548.69,2160.79,117.78,1,3,3,1,81,11,Clear,Good,10,Oct,2023
IND11503,2024-09-12,2024-09-17,Karnataka,Maharashtra,Mumbai-Pune,149,Medium Truck,13908,8953.62,1339.44,60.09,1,5,5,1,88,10,Fog,Good,9,Sep,2024
IND11504,2023-07-17,2023-07-18,Punjab,Punjab,Delhi-Amritsar,446,Heavy Truck,31962,49555.59,4805.77,111.11,1,1,1,0,68,16,Clear,Average,7,Jul,2023
IND11505,2021-10-24,2021-10-25,Karnataka,Punjab,Delhi-Amritsar,446,Medium Truck,11138,31172.04,3777.14,69.89,1,1,1,0,95,12,Fog,Average,10,Oct,2021
IND11506,2024-06-11,2024-06-13,Gujarat,Maharashtra,Hyderabad-Pune,559,Medium Truck,7482,51090.42,7440.21,91.4,2,2,2,0,96,7,Clear,Good,6,Jun,2024
IND11507,2024-05-20,2024-05-21,Rajasthan,Karnataka,Chennai-Bangalore,346,Heavy Truck,27699,30541.97,3852.41,88.27,1,1,1,0,64,7,Clear,Good,5,May,2024
IND11508,2024-02-12,2024-02-13,Telangana,Maharashtra,Surat-Mumbai,284,Heavy Truck,16865,25272.13,3677.38,88.99,1,1,1,0,96,18,Clear,Poor,2,Feb,2024
IND11509,2021-07-10,2021-07-11,Maharashtra,Punjab,Delhi-Amritsar,446,Light Van,1893,44883.26,4573.89,100.64,1,1,1,0,65,15,Clear,Poor,7,Jul,2021
IND11510,2020-12-18,2020-12-20,Kerala,Delhi,Lucknow-Delhi,555,Heavy Truck,16376,42578.59,7720.17,76.72,2,2,2,0,65,6,Clear,Average,12,Dec,2020
IND11511,2023-08-17,2023-08-20,West Bengal,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,14130,96786.9,15713.2,72.34,3,3,3,0,89,19,Clear,Good,8,Aug,2023
IND11512,2024-02-05,2024-02-06,Haryana,Maharashtra,Ahmedabad-Mumbai,524,Heavy Truck,20408,57481.97,7653.15,109.7,2,1,1,0,73,8,Clear,Average,2,Feb,2024
IND11513,2023-05-30,2023-06-01,Haryana,Maharashtra,Nagpur-Mumbai,856,Heavy Truck,23163,55988.09,7320.26,65.41,2,2,2,0,78,15,Clear,Good,5,May,2023
IND11514,2024-04-09,2024-04-12,Tamil Nadu,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,36442,83781.84,15520.72,62.62,3,3,3,0,55,4,Clear,Average,4,Apr,2024
IND11515,2023-03-03,2023-03-04,Punjab,Maharashtra,Surat-Mumbai,284,Heavy Truck,21283,14510.28,3795.71,51.09,1,1,1,0,66,18,Clear,Good,3,Mar,2023
IND11516,2024-10-06,2024-10-09,Uttar Pradesh,Maharashtra,Delhi-Mumbai,1400,Light Van,2476,90636.62,17081.5,64.74,3,3,3,0,68,13,Clear,Average,10,Oct,2024
IND11517,2023-10-09,2023-10-10,Rajasthan,Odisha,Kolkata-Bhubaneswar,441,Light Van,2847,38057.07,3599.6,86.3,1,1,1,0,57,1,Clear,Good,10,Oct,2023
IND11518,2021-07-05,2021-07-08,Kerala,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,28324,117336.74,19810.92,87.7,3,3,3,0,99,8,Clear,Average,7,Jul,2021
IND11519,2023-07-05,2023-07-06,Rajasthan,Karnataka,Chennai-Bangalore,346,Medium Truck,7759,23462.06,3490.39,67.81,1,1,1,0,86,19,Rain,Average,7,Jul,2023
IND11520,2022-07-11,2022-07-12,Uttar Pradesh,Rajasthan,Delhi-Jaipur,281,Medium Truck,10595,15471.63,2738.33,55.06,1,1,1,0,70,17,Rain,Average,7,Jul,2022
IND11521,2021-12-11,2021-12-13,Tamil Nadu,Maharashtra,Hyderabad-Pune,559,Light Van,1324,57087.79,6372.39,102.12,2,2,2,0,92,10,Clear,Average,12,Dec,2021
IND11522,2022-07-05,2022-07-08,Rajasthan,West Bengal,Chennai-Kolkata,1659,Light Van,2387,170973.68,19568.08,103.06,3,3,3,0,64,1,Clear,Poor,7,Jul,2022
IND11523,2020-12-18,2020-12-19,Karnataka,Maharashtra,Mumbai-Pune,149,Medium Truck,13639,17857.43,1991.24,119.85,1,1,1,0,71,1,Clear,Poor,12,Dec,2020
IND11524,2023-12-28,2023-12-29,Gujarat,Karnataka,Chennai-Bangalore,346,Medium Truck,3991,39098.72,3720.51,113.0,1,1,1,0,94,5,Fog,Good,12,Dec,2023
IND11525,2023-08-13,2023-08-16,Odisha,Maharashtra,Delhi-Mumbai,1400,Light Van,1632,160754.08,15511.61,114.82,3,3,3,0,58,1,Clear,Good,8,Aug,2023
IND11526,2024-06-18,2024-06-20,Odisha,Maharashtra,Nagpur-Mumbai,856,Heavy Truck,26748,90628.37,10053.48,105.87,2,2,2,0,69,13,Clear,Average,6,Jun,2024
IND11527,2024-03-19,2024-03-20,Haryana,Maharashtra,Mumbai-Pune,149,Medium Truck,11046,13869.69,1603.35,93.09,1,1,1,0,87,9,Clear,Poor,3,Mar,2024
IND11528,2021-01-26,2021-01-27,Kerala,Karnataka,Chennai-Bangalore,346,Light Van,2239,20413.38,4983.04,59.0,1,1,1,0,93,16,Fog,Good,1,Jan,2021
IND11529,2022-06-29,2022-07-02,Odisha,Maharashtra,Nagpur-Mumbai,856,Medium Truck,9450,80089.01,11948.7,93.56,2,3,3,1,64,8,Rain,Average,6,Jun,2022
IND11530,2023-09-06,2023-09-08,Delhi,Maharashtra,Hyderabad-Pune,559,Medium Truck,6604,30139.55,6252.31,53.92,2,2,2,0,61,14,Clear,Good,9,Sep,2023
IND11531,2020-08-01,2020-08-02,Karnataka,Maharashtra,Surat-Mumbai,284,Medium Truck,4083,31799.75,2272.39,111.97,1,1,1,0,87,17,Clear,Good,8,Aug,2020
IND11532,2020-12-02,2020-12-05,Odisha,West Bengal,Delhi-Kolkata,1472,Heavy Truck,15020,123246.87,21059.23,83.73,3,3,3,0,71,4,Fog,Average,12,Dec,2020
IND11533,2020-03-22,2020-03-23,Telangana,Punjab,Delhi-Amritsar,446,Medium Truck,14114,44075.1,3956.18,98.82,1,1,1,0,66,7,Clear,Average,3,Mar,2020
IND11534,2023-07-10,2023-07-16,Rajasthan,Maharashtra,Delhi-Mumbai,1400,Medium Truck,13117,75119.88,13596.22,53.66,3,6,6,1,71,17,Clear,Average,7,Jul,2023
IND11535,2022-05-23,2022-05-24,Karnataka,Punjab,Delhi-Amritsar,446,Medium Truck,12664,38979.24,4043.67,87.4,1,1,1,0,70,16,Rain,Poor,5,May,2022
IND11536,2024-09-15,2024-09-16,Delhi,Telangana,Bangalore-Hyderabad,575,Medium Truck,4099,40875.85,5323.76,71.09,2,1,1,0,68,14,Clear,Good,9,Sep,2024
IND11537,2023-06-26,2023-06-29,Gujarat,Maharashtra,Delhi-Mumbai,1400,Light Van,889,97926.89,19068.2,69.95,3,3,3,0,57,16,Clear,Good,6,Jun,2023
IND11538,2021-03-24,2021-03-26,Punjab,Delhi,Lucknow-Delhi,555,Heavy Truck,22744,42888.13,6691.36,77.28,2,2,2,0,98,2,Clear,Poor,3,Mar,2021
IND11539,2024-06-27,2024-06-29,Haryana,Maharashtra,Hyderabad-Pune,559,Medium Truck,6413,27975.02,8213.2,50.04,2,2,2,0,84,15,Fog,Average,6,Jun,2024
IND11540,2022-10-15,2022-10-18,Gujarat,West Bengal,Chennai-Kolkata,1659,Medium Truck,10457,137143.33,15959.87,82.67,3,3,3,0,95,11,Clear,Good,10,Oct,2022
IND11541,2021-12-15,2021-12-18,Maharashtra,Maharashtra,Delhi-Mumbai,1400,Medium Truck,13807,117683.53,15959.22,84.06,3,3,3,0,89,13,Fog,Average,12,Dec,2021
IND11542,2024-04-27,2024-04-29,Karnataka,Delhi,Lucknow-Delhi,555,Heavy Truck,32738,61282.64,8237.31,110.42,2,2,2,0,80,4,Clear,Poor,4,Apr,2024
IND11543,2020-09-19,2020-09-21,Uttar Pradesh,Maharashtra,Hyderabad-Pune,559,Medium Truck,9402,45500.81,7705.87,81.4,2,2,2,0,66,1,Fog,Average,9,Sep,2020
IND11544,2022-01-16,2022-01-18,Telangana,Maharashtra,Ahmedabad-Mumbai,524,Light Van,925,39535.24,6864.56,75.45,2,2,2,0,85,15,Fog,Average,1,Jan,2022
IND11545,2021-02-23,2021-02-24,Gujarat,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,8125,52757.84,4111.37,119.63,1,1,1,0,71,12,Clear,Good,2,Feb,2021
IND11546,2020-08-17,2020-08-20,Tamil Nadu,Tamil Nadu,Mumbai-Chennai,1338,Light Van,505,120399.84,17910.25,89.98,3,3,3,0,91,9,Clear,Good,8,Aug,2020
IND11547,2020-09-23,2020-09-25,Karnataka,Maharashtra,Ahmedabad-Mumbai,524,Light Van,690,43535.45,5466.87,83.08,2,2,2,0,62,7,Rain,Poor,9,Sep,2020
IND11548,2022-01-10,2022-01-12,Punjab,Maharashtra,Hyderabad-Pune,559,Heavy Truck,39723,47355.97,6547.99,84.72,2,2,2,0,73,3,Rain,Average,1,Jan,2022
IND11549,2021-02-16,2021-02-17,Odisha,Rajasthan,Delhi-Jaipur,281,Heavy Truck,27692,29966.6,3446.22,106.64,1,1,1,0,80,16,Clear,Good,2,Feb,2021
IND11550,2024-06-07,2024-06-15,Telangana,West Bengal,Delhi-Kolkata,1472,Light Van,757,108703.29,18054.88,73.85,3,8,8,1,58,4,Fog,Average,6,Jun,2024
IND11551,2020-11-28,2020-12-01,Haryana,Tamil Nadu,Mumbai-Chennai,1338,Light Van,2637,103348.77,17508.62,77.24,3,3,3,0,69,14,Clear,Average,11,Nov,2020
IND11552,2022-01-04,2022-01-05,Uttar Pradesh,Rajasthan,Delhi-Jaipur,281,Heavy Truck,28111,28918.03,3549.57,102.91,1,1,1,0,68,13,Clear,Good,1,Jan,2022
IND11553,2022-04-23,2022-04-25,Bihar,Maharashtra,Nagpur-Mumbai,856,Heavy Truck,23031,47173.19,7257.68,55.11,2,2,2,0,84,19,Rain,Average,4,Apr,2022
IND11554,2023-10-21,2023-10-24,Uttar Pradesh,West Bengal,Chennai-Kolkata,1659,Heavy Truck,35489,183422.09,18583.17,110.56,3,3,3,0,96,2,Clear,Good,10,Oct,2023
IND11555,2021-12-02,2021-12-03,Haryana,Maharashtra,Mumbai-Pune,149,Light Van,1610,11937.01,1884.57,80.11,1,1,1,0,78,10,Clear,Good,12,Dec,2021
IND11556,2024-01-17,2024-01-19,Odisha,Telangana,Bangalore-Hyderabad,575,Heavy Truck,30510,52147.04,5791.37,90.69,2,2,2,0,97,19,Storm,Average,1,Jan,2024
IND11557,2021-11-06,2021-11-09,West Bengal,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,8083,137845.22,13636.09,103.02,3,3,3,0,88,15,Rain,Good,11,Nov,2021
IND11558,2024-07-02,2024-07-04,Punjab,Maharashtra,Ahmedabad-Mumbai,524,Light Van,1124,35958.78,4648.91,68.62,2,2,2,0,73,7,Fog,Good,7,Jul,2024
IND11559,2022-05-18,2022-05-21,Maharashtra,West Bengal,Delhi-Kolkata,1472,Heavy Truck,27317,165337.98,16089.41,112.32,3,3,3,0,57,15,Rain,Poor,5,May,2022
IND11560,2023-07-30,2023-07-31,Madhya Pradesh,Karnataka,Chennai-Bangalore,346,Medium Truck,5175,41016.83,5158.1,118.55,1,1,1,0,58,17,Rain,Average,7,Jul,2023
IND11561,2023-03-19,2023-03-21,Tamil Nadu,Delhi,Lucknow-Delhi,555,Heavy Truck,26341,46952.56,5548.47,84.6,2,2,2,0,65,16,Clear,Good,3,Mar,2023
IND11562,2020-07-07,2020-07-08,Odisha,Rajasthan,Delhi-Jaipur,281,Light Van,2968,32479.56,3293.34,115.59,1,1,1,0,67,17,Clear,Good,7,Jul,2020
IND11563,2024-08-01,2024-08-03,Odisha,Delhi,Lucknow-Delhi,555,Heavy Truck,36608,27793.85,7327.48,50.08,2,2,2,0,72,16,Clear,Good,8,Aug,2024
IND11564,2020-09-17,2020-09-19,Gujarat,Maharashtra,Hyderabad-Pune,559,Medium Truck,4195,62941.53,4524.81,112.6,2,2,2,0,73,18,Clear,Average,9,Sep,2020
IND11565,2021-12-16,2021-12-19,Gujarat,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,5069,96032.5,19137.52,71.77,3,3,3,0,98,17,Storm,Good,12,Dec,2021
IND11566,2023-09-11,2023-09-13,Maharashtra,Delhi,Lucknow-Delhi,555,Heavy Truck,18358,39851.6,5941.75,71.8,2,2,2,0,87,4,Clear,Good,9,Sep,2023
IND11567,2021-09-04,2021-09-09,Karnataka,Maharashtra,Mumbai-Pune,149,Heavy Truck,33822,9828.97,2098.49,65.97,1,5,5,1,92,2,Clear,Good,9,Sep,2021
IND11568,2020-01-03,2020-01-04,Delhi,Punjab,Delhi-Amritsar,446,Medium Truck,11808,32197.17,3689.59,72.19,1,1,1,0,57,17,Rain,Good,1,Jan,2020
IND11569,2024-01-10,2024-01-12,Bihar,Maharashtra,Hyderabad-Pune,559,Heavy Truck,19244,36303.65,5041.98,64.94,2,2,2,0,89,17,Clear,Good,1,Jan,2024
IND11570,2024-07-14,2024-07-15,Uttar Pradesh,Rajasthan,Delhi-Jaipur,281,Light Van,2311,31868.45,2882.42,113.41,1,1,1,0,55,2,Clear,Good,7,Jul,2024
IND11571,2022-07-13,2022-07-14,Odisha,Punjab,Delhi-Amritsar,446,Light Van,2846,50367.52,4646.53,112.93,1,1,1,0,89,2,Clear,Poor,7,Jul,2022
IND11572,2024-04-23,2024-04-26,Haryana,West Bengal,Delhi-Kolkata,1472,Medium Truck,3171,84131.85,20511.67,57.15,3,3,3,0,90,15,Fog,Poor,4,Apr,2024
IND11573,2024-04-12,2024-04-15,Gujarat,Maharashtra,Delhi-Mumbai,1400,Medium Truck,7142,84000.13,11309.77,60.0,3,3,3,0,92,16,Clear,Good,4,Apr,2024
IND11574,2024-02-17,2024-02-19,Karnataka,Delhi,Lucknow-Delhi,555,Medium Truck,3625,61239.42,6930.72,110.34,2,2,2,0,93,11,Clear,Average,2,Feb,2024
IND11575,2020-11-10,2020-11-11,Madhya Pradesh,Maharashtra,Mumbai-Pune,149,Light Van,2310,11610.92,1328.96,77.93,1,1,1,0,79,2,Clear,Average,11,Nov,2020
IND11576,2023-03-29,2023-04-05,West Bengal,Maharashtra,Hyderabad-Pune,559,Medium Truck,10983,34573.6,7693.24,61.85,2,7,7,1,94,8,Clear,Good,3,Mar,2023
IND11577,2023-12-22,2023-12-23,Maharashtra,Maharashtra,Mumbai-Pune,149,Heavy Truck,19063,12776.28,2004.05,85.75,1,1,1,0,67,12,Clear,Good,12,Dec,2023
IND11578,2024-05-24,2024-05-27,Maharashtra,West Bengal,Chennai-Kolkata,1659,Heavy Truck,25446,131337.66,19077.58,79.17,3,3,3,0,58,14,Storm,Good,5,May,2024
